permno,date,ticker,comnam,tsymbol,hexcd,cusip,prc,vol,ret,bid,ask,shrout,numtrd,ewretd,mktcap,year,month,yrmo,bid_ask_spread,turnover,dollar_vol
76020,2003-10-22,VLFG,VALLEY FORGE SCIENTIFIC CORP,VLFG,3,91965610,1.4,6045.0,-0.041096,1.4,1.48,7914.0,8.0,-0.011672,11079.599999999999,2003,10,200310,0.05555555555555561,0.5455973139824543,8463.0
76623,2004-09-24,OUTL,OUTLOOK GROUP CORP,OUTL,3,69011310,7.2010000000000005,2765.0,-0.010852,7.22,7.48,3385.0,9.0,0.000875,24375.385000000002,2004,9,200409,0.03537414965986404,0.1134341057587398,19910.765000000003
79139,1996-01-19,MVT,MUNIVEST FUND II INC,,1,62629P10,12.375,43800.0,0.0,12.25,12.625,19907.0,,0.003974,246349.125,1996,1,199601,0.03015075376884422,0.17779645046435621,542025.0
27713,2005-02-23,ABI,APPLERA CORP,ABI,1,03802010,19.96,536000.0,0.010633,19.9,19.96,196025.0,,0.002061,3912659.0,2005,2,200502,0.0030105368790768828,0.13699123792796664,10698560.0
79894,1997-08-19,AVN,AVALON PROPERTIES INC,,1,05346910,27.5,33600.0,0.002278,27.25,27.8125,36282.0,,0.008118,997755.0,1997,8,199708,0.02043132803632236,0.03367560172587459,924000.0
79918,2006-12-08,HIO,WESTERN ASSET HIGH INC OPP FUND,HIO,1,95766K10,6.58,239000.0,0.003049,6.57,6.58,73900.0,,0.000435,486262.0,2006,12,200612,0.0015209125475284847,0.4915045798355619,1572620.0
47802,1998-11-02,LC,LIBERTY CORP SC,,1,53037010,42.625,7400.0,0.027108,42.125,43.125,18709.0,,0.018732,797471.125,1998,11,199811,0.02346041055718475,0.009279332841048007,315425.0
84174,1999-07-28,PVI,PANAVISION INC,,1,69830E20,7.9375,8200.0,-0.015504,7.8125,8.125,8056.0,,0.000978,63944.5,1999,7,199907,0.0392156862745098,0.12823620483387937,65087.5
83685,1997-05-13,PVAT,PARAVANT COMPUTER SYSTEMS INC,PVAT,3,69937610,3.625,46768.0,0.035714,3.5,3.625,7984.0,30.0,0.0010949999999999998,28942.0,1997,5,199705,0.03508771929824561,1.6159214981687513,169534.0
80324,1999-09-23,DYPR,DRYPERS CORP,DYPR,3,26249730,3.375,76050.0,0.000000,3.375,3.4375,17725.0,47.0,-0.010753,59821.875,1999,9,199909,0.01834862385321101,1.2712740949694405,256668.75
83701,2001-06-18,TNZR,TRANZ RAIL HOLDINGS LTD,TNZR,3,89411610,4.46,0.0,0.000000,4.36,4.56,2674.0,0.0,-0.012842,11926.039999999999,2001,6,200106,0.0448430493273541,0.0,0.0
81886,1999-12-03,NVDM,NOVADIGM INC,NVDM,3,66993710,17.25,85415.0,0.000000,17.0,17.25,18120.0,162.0,0.005111,312570.0,1999,12,199912,0.014598540145985401,0.27326678823943434,1473408.75
76119,2000-02-10,JOF,JAPAN OTC EQUITY FUND INC,,1,47109110,10.625,136100.0,-0.005848,10.5,10.8125,11388.0,,0.007364,120997.5,2000,2,200002,0.02932551319648094,1.1248166284427363,1446062.5
31472,1997-11-18,ATA,ARTRA GROUP INC,,1,04314710,3.125,22700.0,-0.074074,3.0,3.375,7933.0,,-0.00519,24790.625,1997,11,199711,0.11764705882352941,0.9156687255767049,70937.5
83452,1996-08-08,NDN,99 CENTS ONLY STORES,,1,65440K10,15.125,104400.0,0.130841,14.625,15.5,14179.0,,0.001626,214457.375,1996,8,199608,0.058091286307053944,0.4868100246027911,1579050.0
77862,1996-01-22,LAYN,LAYNE INC,LAYN,3,52105010,10.75,9075.0,-0.022727,10.25,11.5,7334.0,8.0,0.00598,78840.5,1996,1,199601,0.11494252873563218,0.1151058149047761,97556.25
77077,2005-01-12,SKO,SHOPKO STORES INC,SKO,1,82491110,18.37,266900.0,0.015478,18.37,18.38,29559.0,,0.002705,542998.8300000001,2005,1,200501,0.0005442176870747217,0.49152960421664255,4902953.0
89154,2003-01-13,CSR,CREDIT SUISSE GROUP,CSR,1,22540110,23.9,94600.0,0.046410,23.89,23.9,5211.0,,0.001845,124542.9,2003,1,200301,0.0004184975936387533,0.7595776234534446,2260940.0
75900,2001-11-21,AZR,AZTAR CORP,,1,05480210,15.49,52200.0,-0.015883,15.24,15.75,37333.0,,0.000343,578288.17,2001,11,200111,0.0329138431752178,0.09026641509889437,808578.0
83291,1998-03-04,MSPG,MINDSPRING ENTERPRISES INC,MSPG,3,60268310,54.75,437405.0,0.004587,54.5,55.0,7557.0,728.0,0.000958,413745.75,1998,3,199803,0.0091324200913242,1.0571830647203022,23947923.75
77362,2006-01-23,LIFC,LIFECELL CORP,LIFC,3,53192710,21.25,815687.0,0.042178,21.23,21.24,32841.0,3424.0,0.003408,697871.25,2006,1,200601,0.00047092064987040315,1.168821612869136,17333348.75
87013,2006-04-03,ARBA,ARIBA INC,ARBA,3,04033V20,10.0,1020385.0,0.022495,9.97,10.0,74580.0,3288.0,-0.00325,745800.0,2006,4,200604,0.0030045067601401462,1.368175113971574,10203850.0
86079,1996-04-26,ALCM,ALL COMM MEDIA CORP,ALCM,3,01662710,2.625,8800.0,-0.023256,2.625,2.6875,3098.0,5.0,0.006483,8132.25,1996,4,199604,0.023529411764705882,1.0821113467982415,23100.0
89070,2001-10-25,ZMH,ZIMMER HOLDINGS INC,,1,98956P10,29.59,703800.0,-0.012020,29.47,29.69,193611.0,,0.011118,5728949.49,2001,10,200110,0.007437457741717459,0.12284974779905067,20825442.0
82640,2001-06-25,PRM,PRIMEDIA INC,,1,74157K10,6.87,86200.0,-0.005789,6.87,6.88,216050.0,,-0.000218,1484263.5,2001,6,200106,0.0014545454545454234,0.058075941367553674,592194.0
77043,1999-07-27,SWS,SOUTHWEST SECURITIES GROUP INC,,1,84522410,47.625,199300.0,0.024194,47.0625,47.875,11785.0,,0.0036,561260.625,1999,7,199907,0.017116524028966424,0.3550935004571183,9491662.5
80575,2004-10-11,SSD,SIMPSON MANUFACTURING CO INC,SSD,1,82907310,63.26,41600.0,0.011351,63.26,63.27,23824.0,,0.002379,1507106.24,2004,10,200410,0.00015806528096111777,0.02760256635922362,2631616.0
60580,2001-08-15,TTC,TORO COMPANY,,1,89109210,48.55,55300.0,0.01569,48.4,48.6,12544.0,,-0.004715,609011.2,2001,8,200108,0.004123711340206244,0.09080292776224806,2684815.0
83552,1997-10-01,SAESY,SAES GETTERS S P A,SAESY,3,78636210,12.0625,0.0,-0.015306,12.0,12.125,3100.0,0.0,0.003545000000000001,37393.75,1997,10,199710,0.010362694300518135,0.0,0.0
80290,2000-08-07,WEB,WEBCO INDUSTRIES INC,,2,94762110,3.0,200.0,0.000000,2.75,3.25,7074.0,,0.006597,21222.0,2000,8,200008,0.16666666666666666,0.009424182452172273,600.0
12106,2005-04-13,WSB,WASHINGTON SAVINGS BANK FSB,WSB,3,93969610,11.24,8900.0,0.017195,11.22,11.29,4570.0,,-0.009663,51366.8,2005,4,200504,0.006219458018658242,0.17326366446810001,100036.0
82540,1998-02-02,WLT,WALTER INDUSTRIES INC,,1,93317Q10,19.125,45800.0,0.013245,19.0,19.25,52696.0,,0.007653,1007811.0,1998,2,199802,0.013071895424836602,0.04544502887942283,875925.0
76756,1997-05-09,SWBS,SIERRAWEST BANCORP,SWBS,3,82652710,19.625,10400.0,0.006409999999999999,19.625,20.125,3305.0,15.0,0.006894,64860.625,1997,5,199705,0.025157232704402517,0.16034381413993468,204100.0
44230,2005-11-18,PFIN,P & F INDUSTRIES INC,PFIN,3,69283050,12.89,800.0,0.018972,12.62,12.89,3584.0,4.0,0.004784,46197.76,2005,11,200511,0.02116816934535487,0.017316856921201374,10312.0
87595,2002-01-07,CTRA,CENTRA SOFTWARE INC,CTRA,3,15234X10,8.0,253059.0,0.006289,7.95,7.97,25339.0,286.0,-0.000112,202712.0,2002,1,200201,0.002512562814070298,1.2483671415604405,2024472.0
10913,1996-11-20,FFKT,FARMERS CAPITAL BANK CORP,FFKT,3,30956210,40.0,0.0,0.000000,39.25,40.75,3799.0,0.0,0.001352,151960.0,1996,11,199611,0.0375,0.0,0.0
83142,2002-12-20,APN,APPLICA INC,APN,1,03815A10,4.81,138500.0,0.076063,4.71,4.94,23467.0,,0.004411,112876.26999999999,2002,12,200212,0.04766839378238351,1.2270072354446158,666185.0
83745,1999-07-15,CTEK,COMPOSITECH LTD,CTEK,3,20493810,2.03125,202268.0,-0.029851,2.03125,2.0625,14770.0,109.0,0.006889,30001.5625,1999,7,199907,0.015267175572519083,6.741915525233061,410856.875
38172,2000-10-24,WOC,WILSHIRE OIL CO TX,,2,97188910,4.125,1000.0,0.0,4.0,4.375,8186.0,,0.001383,33767.25,2000,10,200010,0.08955223880597014,0.029614493333037187,4125.0
87541,2006-03-29,PKG,PACKAGING CORP AMERICA,PKG,1,69515610,22.39,422100.0,0.000894,22.38,22.4,103767.0,,0.01095,2323343.13,2006,3,200603,0.0008932559178204365,0.18167785659796193,9450819.0
35204,1997-06-09,FOA,FIRST OF AMERICA BANK CORP,,1,31890610,46.5,55900.0,-0.010638,46.25,46.625,89795.0,,0.002452,4175467.5,1997,6,199706,0.008075370121130552,0.013387722452635543,2599350.0
85570,2005-09-16,CDZI,CADIZ INC,CDZI,3,12753720,19.0,12815.0,0.041381,19.0,19.15,10966.0,57.0,0.005568,208354.0,2005,9,200509,0.007863695937090359,0.061505898614857404,243485.0
43334,2000-12-14,SYNC,SYNALLOY CORP,SYNC,3,87156510,5.5625,56462.0,0.011364,5.5625,5.625,6093.0,36.0,-0.013284,33892.3125,2000,12,200012,0.0111731843575419,1.6659235040394484,314069.875
89064,2004-07-12,LR,LAFARGE S A,LR,1,50586140,22.36,19900.0,0.011765,22.3,22.37,20301.0,,-0.002861,453930.36,2004,7,200407,0.003134094470561911,0.043839323723577336,444964.0
27449,1996-03-07,GPO,GIANT GROUP LTD,,1,37450310,9.625,2600.0,0.0,9.25,9.875,4606.0,,0.001186,44332.75,1996,3,199603,0.06535947712418301,0.05864738821751414,25025.0
27764,1999-06-28,SRR,STRIDE RITE CORP,,1,86331410,10.75,151400.0,0.011765000000000001,10.625,10.8125,46412.0,,0.006292,498929.0,1999,6,199906,0.01749271137026239,0.30344998987831934,1627550.0
77313,2002-12-18,BMT,BLACKROCK INSURED MUNI TM TR INC,BMT,1,09247410,10.75,45800.0,0.008443,10.7,10.76,25886.0,,-0.012766,278274.5,2002,12,200212,0.005591798695247017,0.16458568787294559,492350.0
12060,2005-08-03,GE,GENERAL ELECTRIC CO,GE,1,36960410,34.21,17918200.0,-0.001168,34.2,34.21,10605920.0,,-0.000573,362828523.2,2005,8,200508,0.00029235491887145184,0.0493847612695076,612981622.0
78208,2000-10-02,TRID,TRIDENT MICROSYSTEMS INC,TRID,3,89591910,9.0,22668.0,-0.027027,9.0,9.0625,12903.0,53.0,-0.011865,116127.0,2000,10,200010,0.006920415224913495,0.19520008266811337,204012.0
86642,1999-09-15,INET,INTRENET INC,INET,3,46119010,2.8125,15100.0,-0.042553,2.8125,2.875,13674.0,4.0,-0.0017420000000000005,38458.125,1999,9,199909,0.02197802197802198,0.3926348463426129,42468.75
86127,1998-12-04,HYF,MANAGED HIGH YIELD PLUS FUND INC,,1,56191110,13.125,98400.0,0.004785,13.0,13.375,26700.0,,0.006361,350437.5,1998,12,199812,0.02843601895734597,0.28079186730872124,1291500.0
82848,1999-02-26,TTP,TITAN PHARMACEUTICALS INC DEL,,3,88831410,4.25,12300.0,0.000000,4.0,4.5,13124.0,,0.000586,55777.0,1999,2,199902,0.11764705882352941,0.22052100328092225,52275.0
81584,2006-07-28,CBIZ,CBIZ INC,CBIZ,1,12480510,7.3,370627.0,0.029619,7.28,7.3,76287.0,1674.0,0.011783,556895.1,2006,7,200607,0.002743484224965648,0.6655239020777881,2705577.1
83875,2006-11-16,IDSA,INDUSTRIAL SERVICES OF AM INC,IDSA,3,45631410,5.335,4650.0,-0.010204,5.32,5.36,3641.0,19.0,0.000185,19424.735,2006,11,200611,0.007490636704119857,0.2393855051304432,24807.75
84560,1998-08-25,FTSW,QUALIX GROUP INC,FTSW,3,74758610,2.09375,43700.0,0.015152,2.0625,2.125,10676.0,23.0,-0.005698,22352.875,1998,8,199808,0.029850746268656716,1.9550057878460825,91496.875
76055,1997-08-04,CSBI,CENTURY SOUTH BANKS INC,CSBI,3,15668310,19.0625,0.0,0.0,18.875,19.25,7767.0,0.0,0.003045,148058.4375,1997,8,199708,0.019672131147540985,0.0,0.0
12140,1997-12-30,GR,GOODRICH B F CO,,1,38238810,41.875,622900.0,0.018237,41.6875,42.0625,54129.0,,0.01069,2266651.875,1997,12,199712,0.008955223880597015,0.2748106168707535,26083937.5
66384,1996-08-12,WDC,WESTERN DIGITAL CORP,,3,95810210,34.25,305600.0,0.007353,33.375,34.375,43562.0,,0.000253,1491998.5,1996,8,199608,0.02952029520295203,0.20482594318962116,10466800.0
75182,1999-05-13,PII,POLARIS INDUSTRIES INC,,1,73106810,38.375,33000.0,0.011531999999999999,38.1875,38.5625,25649.0,,0.006613,984280.375,1999,5,199905,0.009771986970684038,0.033527032376318586,1266375.0
37277,2001-03-26,SABI,SWISS ARMY BRANDS INC,SABI,3,87082710,6.125,7800.0,0.000000,6.125,6.25,8065.0,18.0,0.007494,49398.125,2001,3,200103,0.020202020202020204,0.1579007300378304,47775.0
75269,2005-09-06,DX,DYNEX CAPITAL INC,DX,1,26817Q50,7.22,7300.0,0.001387,7.22,7.26,12163.0,,0.008457,87816.86,2005,9,200509,0.005524861878453044,0.08312754521170536,52706.0
76489,1996-12-31,LUFK,LUFKIN INDUSTRIES INC,LUFK,3,54976410,25.0,11000.0,0.010101,24.75,25.25,6558.0,9.0,0.01081,163950.0,1996,12,199612,0.02,0.06709362610551997,275000.0
83778,1998-03-18,OWAV,ONEWAVE INC,OWAV,3,68272R10,2.53125,135600.0,0.094595,2.5,2.53125,14392.0,52.0,0.002996,36429.75,1998,3,199803,0.012422360248447204,3.722232516006835,343237.5
88984,2006-03-08,UBFO,UNITED SECURITY BANKSHARES,UBFO,3,91146010,39.955999999999996,1999.0,0.001153,39.47,39.99,5687.0,4.0,-0.000948,227229.77199999997,2006,3,200603,0.013088346337780093,0.008797262710803585,79872.044
11896,2001-12-10,MXIM,MAXIM INTEGRATED PRODUCTS INC,MXIM,3,57772K10,58.48,4320167.0,-0.013994,58.45,58.48,322954.0,11452.0,-0.007336,18886349.919999998,2001,12,200112,0.0005131275121866763,0.22874547058058534,252643366.16
78051,2006-05-23,QSC,QUESTCOR PHARMACEUTICALS INC,QSC,3,74835Y10,1.69,52900.0,0.018072,1.67,1.7,54844.0,,-0.000263,92686.36,2006,5,200605,0.017804154302670638,0.5707420164088869,89401.0
88490,2004-06-18,PBR,PETROLEO BRASILEIRO SA PETROBRAS,PBR,1,71654V40,26.85,621800.0,-0.005556,26.86,26.92,163441.0,,-0.000301,4388390.850000001,2004,6,200406,0.0022313127556713376,0.1416920281838615,16695330.0
29867,2006-02-03,AOI,ALLIANCE ONE INTERNATIONAL INC,AOI,1,01877210,4.15,116200.0,0.000000,4.15,4.16,94989.0,,-0.002056,394204.35000000003,2006,2,200602,0.00240673886883268,0.2947709734811399,482230.00000000006
86315,1999-07-08,BKFR,BANKFIRST CORP,BKFR,3,06644210,9.25,15550.0,0.013699,9.1875,9.25,11376.0,23.0,0.002422,105228.0,1999,7,199907,0.006779661016949152,0.14777435663511612,143837.5
90803,2006-12-19,CNSL,CONSOLIDATED COMMS HLDGS INC,CNSL,3,20903410,19.68,138780.0,0.013388,19.67,19.7,26004.0,725.0,-5e-05,511758.72,2006,12,200612,0.001524003048005973,0.2711824822447579,2731190.4
38658,2004-01-09,SRP,SIERRA PACIFIC RESOURCES NEW,SRP,1,82642810,7.53,868100.0,0.008032,7.43,7.53,117181.0,,-0.000313,882372.93,2004,1,200401,0.013368983957219322,0.9838243791091823,6536793.0
85018,2000-06-29,EFAX,EFAX COM,EFAX,3,28201210,1.15625,133535.0,0.000000,1.125,1.1875,13191.0,151.0,-0.001189,15252.09375,2000,6,200006,0.05405405405405406,8.755191397902337,154399.84375
52813,2003-12-22,MENT,MENTOR GRAPHICS CORP,MENT,3,58720010,14.04,1245648.0,0.017391,14.04,14.07,68192.0,3729.0,0.0031,957415.6799999999,2003,12,200312,0.002134471718249814,1.30105243315004,17488897.919999998
76842,1998-11-24,ASFT,ARTISOFT INC,ASFT,3,04314L10,2.625,75440.0,-0.045455,2.625,2.6875,14660.0,50.0,-0.003271,38482.5,1998,11,199811,0.023529411764705882,1.9603715974793738,198030.0
68567,1996-08-08,SGM,SANTA FE GAMING CORP,,2,80190410,2.625,600.0,0.0,2.5,3.0,6195.0,,0.001626,16261.875,1996,8,199608,0.18181818181818182,0.03689611437795457,1575.0
84080,1997-12-26,GFNL,GRANITE FINANCIAL INC,GFNL,3,38740H10,17.5625,2610.0,0.003571,17.5,17.75,3725.0,2.0,0.001829,65420.3125,1997,12,199712,0.014184397163120567,0.039895865676276,45838.125
75049,2006-02-14,TEF,TELEFONICA S A,TEF,1,87938220,46.74,219000.0,0.011907,46.72,46.74,70852.0,,0.006873000000000001,3311622.48,2006,2,200602,0.0004279905842072143,0.0661307263501847,10236060.0
27828,1999-03-04,HWP,HEWLETT PACKARD CO,,1,42823610,67.4375,4441800.0,-0.019982,67.3125,67.4375,1015098.0,,0.003216,68455671.375,1999,3,199903,0.0018552875695732839,0.06488578536711488,299543887.5
80659,1999-07-08,RAWL,RAWLINGS SPORTING GOODS INC,RAWL,3,75445910,9.78125,9210.0,-0.027950,9.78125,9.9375,7803.0,19.0,0.002422,76323.09375,1999,7,199907,0.01584786053882726,0.12067120903363537,90085.3125
80161,1997-03-03,TRUX,DEFLECTA SHIELD CORP,TRUX,3,24476410,9.25,3100.0,0.000000,9.0,9.5,4800.0,7.0,-0.001439,44400.0,1997,3,199703,0.05405405405405406,0.06981981981981981,28675.0
90534,2005-04-01,CZNC,CITIZENS & NORTHERN CORP,CZNC,3,17292210,27.35,5582.0,-0.040687,27.36,27.49,8209.0,29.0,-0.003858,224516.15000000002,2005,4,200504,0.004740200546946181,0.024862353999923835,152667.7
80467,1998-07-30,PFSL,POCAHONTAS BANCORP INC,PFSL,3,73023410,9.375,2500.0,0.000000,9.25,9.5,6685.0,3.0,0.005252000000000001,62671.875,1998,7,199807,0.02666666666666667,0.03989030167040638,23437.5
80479,1998-12-30,SPOR,SPORT HALEY INC,SPOR,3,84892510,8.625,76000.0,0.000000,8.625,8.875,4427.0,34.0,0.005512,38182.875,1998,12,199812,0.02857142857142857,1.9904210984636437,655500.0
56602,2001-05-25,CGL,CAGLES INC,,2,12770310,11.0,5900.0,0.06796100000000001,10.8,11.1,4747.0,,0.0026620000000000003,52217.0,2001,5,200105,0.027397260273972508,0.11299002240649597,64900.0
86314,2006-01-13,XL,X L CAPITAL LTD,XL,1,G9825510,71.13,1298700.0,-0.002244,71.1,71.14,174422.0,,0.002924,12406636.86,2006,1,200601,0.0005624296962880519,0.10467784417766864,92376531.0
79587,1997-11-07,GASS,AMERICAN RESOURCES DEL INC,GASS,3,02926U30,3.4375,92460.0,-0.067797,3.375,3.5,10194.0,56.0,-0.01315,35041.875,1997,11,199711,0.03636363636363636,2.6385574402054686,317831.25
83398,2002-08-30,YSTM,YOUTHSTREAM MEDIA NETWORKS INC,YSTM,3,98781910,0.1099,85300.0,-0.084167,0.1,0.11,33591.0,24.0,0.0026420000000000003,3691.6509,2002,8,200208,0.09523809523809518,23.106193491914418,9374.47
77284,2002-08-27,NXTL,NEXTEL COMMUNICATIONS INC,NXTL,3,65332V10,8.21,29249080.0,0.051216,8.2,8.21,875018.0,26251.0,-0.010767,7183897.780000001,2002,8,200208,0.0012187690432664915,4.071477754239425,240134946.8
86083,2005-07-11,PDII,P D I INC,PDII,3,69329V10,13.77,92567.0,0.013245,13.82,13.88,14335.0,482.0,0.008990999999999999,197392.94999999998,2005,7,200507,0.0043321299638989525,0.4689478524942254,1274647.5899999999
75434,2005-04-25,FSII,F S I INTERNATIONAL INC,FSII,3,30263310,3.5,101737.0,-0.002849,3.5,3.53,30009.0,464.0,0.006645,105031.5,2005,4,200504,0.008534850640113743,0.9686332195579421,356079.5
81652,1998-08-06,FNBF,F N B FINANCIAL SERVICES CORP,FNBF,3,30252610,23.1875,1506.0,0.008152,23.0,23.75,3406.0,4.0,0.009741,78976.625,1998,8,199808,0.03208556149732621,0.019068933371108224,34920.375
85870,2001-01-19,EXDS,EXODUS COMMUNICATIONS INC,EXDS,3,30208810,22.6875,12223320.0,-0.016260,22.75,22.75,428802.0,17645.0,0.003896,9728445.375,2001,1,200101,0.0,1.2564515221940074,277316572.5
89059,2004-08-25,IWR,ISHARES TRUST,IWR,4,46428749,68.16,27800.0,0.009030,68.03,68.13,10950.0,,0.007774,746352.0,2004,8,200408,0.001468860164512255,0.0372478401612108,1894848.0
89799,2004-06-24,MNRK,MONARCH BANK CHESAPEAKE VA,MNRK,3,60902N10,13.79,0.0,0.000363,13.58,14.0,2381.0,0.0,0.001372,32833.99,2004,6,200406,0.03045685279187817,0.0,0.0
42893,1996-09-17,HTD,HUNTINGDON INTERNATIONAL HDG PLC,,1,44589120,7.375,14400.0,0.017241,7.25,7.5,9912.0,,-0.000431,73101.0,1996,9,199609,0.03389830508474576,0.19698772930602865,106200.0
79028,1998-02-19,RENO,RENO AIR INC,RENO,3,75974110,5.4375,83979.0,-0.033333,5.375,5.5,10542.0,95.0,0.001636,57322.125,1998,2,199802,0.022988505747126436,1.465036406099739,456635.8125
78056,2001-09-19,MCA,MUNIYIELD CA INSURED FD II INC,,1,62629L10,14.15,40400.0,-0.010490000000000001,14.15,14.23,18359.0,,-0.024004,259779.85,2001,9,200109,0.005637773079633549,0.15551629581740076,571660.0
29621,2005-06-03,DEVC,DEVCON INTERNATIONAL CORP,DEVC,3,25158810,11.86,100.0,-0.009190,11.7,12.19,5827.0,1.0,-0.002503,69108.22,2005,6,200506,0.04102134784428633,0.0014470058699240119,1186.0
48020,2006-10-30,MSI,MOVIE STAR INC N Y,MSI,2,62459110,0.78,800.0,0.012987,0.78,0.81,15766.0,,0.001295,12297.48,2006,10,200610,0.03773584905660381,0.06505397853869248,624.0
78001,2003-10-21,KEM,KEMET CORP,KEM,1,48836010,13.76,958000.0,0.031484,13.75,13.76,86381.0,,0.004343,1188602.56,2003,10,200310,0.0007270083605961314,0.8059885046857042,13182080.0
80829,2002-10-11,GRO,MISSISSIPPI CHEMICAL CORP,GRO,1,60528820,0.56,85300.0,-0.017544,0.55,0.56,26161.0,,0.025612,14650.160000000002,2002,10,200210,0.018018018018018032,5.822462007240876,47768.00000000001
89310,2006-04-10,PETC,PETCO ANIMAL SUPPLIES INC,PETC,3,71601620,22.54,347260.0,-0.024665,22.53,22.54,57894.0,1883.0,-0.002352,1304930.76,2006,4,200604,0.00044375416019516354,0.266113736180148,7827240.399999999
88458,2001-02-21,OVTI,OMNIVISION TECHNOLOGIES INC,OVTI,3,68212810,5.5,102585.0,0.011494,5.5,5.5625,21986.0,59.0,-0.015702,120923.0,2001,2,200102,0.011299435028248588,0.8483497763039289,564217.5
83307,1997-08-08,PTEK,PREMIERE TECHNOLOGIES INC,PTEK,1,74058F10,30.0,382905.0,-0.008264,29.625,29.875,31645.0,325.0,-0.007118000000000002,949350.0,1997,8,199708,0.008403361344537815,0.4033338600094802,11487150.0
84442,1997-12-04,WNNB,WAYNE BANCORP INC OHIO,WNNB,3,94429310,47.5,4855.0,-0.010417,47.0,48.0,3936.0,7.0,0.000602,186960.0,1997,12,199712,0.021052631578947368,0.025968121523320495,230612.5
87639,2003-04-01,TWAV,THERMA WAVE INC,TWAVE,3,88343A10,0.46,111722.0,0.092637,0.46,0.47,29091.0,85.0,0.005803,13381.86,2003,4,200304,0.021505376344085923,8.348764670979968,51392.12
77310,1998-07-15,EFS,ENHANCE FINANCIAL SERVICES GROUP,,1,29331010,36.875,55200.0,-0.003378,36.4375,37.0,37572.0,,0.002557,1385467.5,1998,7,199807,0.015319148936170212,0.03984214714527768,2035500.0
89368,2003-12-17,HTG,HERITAGE PROPERTY INVEST TR INC,HTG,1,42725M10,28.75,133400.0,0.000000,28.7,28.75,42120.0,,0.001254,1210950.0,2003,12,200312,0.0017406440382941935,0.11016144349477683,3835250.0
75585,2001-03-26,HPII,HOME PRODUCTS INTERNATIONAL INC,HPII,3,43730510,1.125,14700.0,-0.064935,1.1875,1.25,7746.0,2.0,0.007494,8714.25,2001,3,200103,0.05128205128205128,1.686892159394096,16537.5
