date,cusip,ticker,mktvalue,shares,russell1000,russell2000,name,r1000_wt,r2000_wt,year,month,yrmo
1999-04-30,34412310,FMXI,81712.13,14058,0,1,FOAMEX INTERNATIONAL,0.0,9.4e-05,1999,4,199904
1998-08-31,64114910,NSCP,1104714.0,61373,1,0,NETSCAPE COMMUNICATI,0.00013700000000000002,0.0,1998,8,199808
2005-07-29,63607P20,NFP,1595877.0,35268,0,1,NATIONAL FINL PARTNERS,0.0,0.0013039999999999998,2005,7,200507
1999-01-29,92916010,VMC,4155075.31,30205,1,0,VULCAN MATERIALS CO,0.00039,0.0,1999,1,199901
2001-02-28,05333210,AZO,2874360.66,113791,1,0,AUTOZONE INC,0.00025699999999999996,0.0,2001,2,200102
1999-04-30,23294910,DIIG,950429.0,30659,0,1,DII GROUP INC,0.0,0.0010949999999999998,1999,4,199904
1999-10-29,15464710,ECP,1232005.69,28693,1,0,CENTRAL NEWSPAPERS I,0.00010700000000000001,0.0,1999,10,199910
2006-11-30,44913M10,HYC,355143.14,53647,0,1,HYPERCOM CORP,0.0,0.000261,2006,11,200611
2005-06-30,02406110,AXL,1082238.29,42827,0,1,AMERICAN AXLE & MFG,0.0,0.000935,2005,6,200506
1997-01-31,25666910,DG,,88377,1,0,DOLLAR GENERAL,0.0421,0.0,1997,1,199701
2002-02-28,06240110,GRAN,219007.8,11061,0,1,BANK OF GRANITE CORP,0.0,0.000283,2002,2,200202
2005-12-30,43556910,HLR,528908.8,59030,0,1,HOLLINGER INTERNATIONAL,0.0,0.000437,2005,12,200512
2000-12-29,74347710,POSO,247046.87,20375,0,1,PROSOFTTRAINING COM,0.0,0.00028199999999999997,2000,12,200012
1998-06-30,90278810,UMBF,718591.5,14517,0,1,UMB FINANCIAL CORP,0.0,0.000692,1998,6,199806
1998-04-30,65504210,NE,3951140.19,122279,1,0,NOBLE DRILLING CORP,0.00043,0.0,1998,4,199804
2002-05-31,74271810,PG,116069426.55,1296141,1,0,PROCTER & GAMBLE CO,0.01167,0.0,2002,5,200205
2002-06-28,81749210,SRNA,238182.35,17389,0,1,SERENA SOFTWARE INC,0.0,0.00032900000000000003,2002,6,200206
2000-07-31,87120610,SCMR,10898852.0,88384,1,0,SYCAMORE NETWORKS IN,0.000842,0.0,2000,7,200007
2001-03-30,01880210,LNT,2514002.74,79007,1,0,ALLIANT ENERGY CORP,0.000241,0.0,2001,3,200103
2005-08-31,55207410,WLS,369969.6,2464,0,1,LYON WILLIAM HOMES,0.0,0.000309,2005,8,200508
2000-08-31,58720010,MENT,1193258.62,63219,0,1,MENTOR GRAPHICS CORP,0.0,0.0011949999999999999,2000,8,200008
2000-10-31,92979410,WAK,116490.87,9227,0,1,WACKENHUT CORP,0.0,0.000128,2000,10,200010
1997-07-31,91288910,USW,17597531.25,481300,1,0,U S WEST COMMUNICATI,0.2231,0.0,1997,7,199707
1997-07-31,44922Q10,IBSF,188580.5,11012,0,1,IBS FINANCIAL CORP,0.0,0.0227,1997,7,199707
1999-06-30,69793310,SPOT,1656206.56,42535,1,0,PANAMSAT NEW,0.000143,0.0,1999,6,199906
2002-08-30,44953610,IGEN,512760.35,15949,0,1,IGEN INC,0.0,0.0008380000000000001,2002,8,200208
2006-02-28,92532F10,VRTX,4676535.72,108153,0,1,VERTEX PHARMACEUTICALS,0.0,0.00359,2006,2,200602
2002-08-30,82966U10,SIRI,104143.19,68969,0,1,SIRIUS SATELLITE RAD,0.0,0.00016999999999999999,2002,8,200208
2003-06-30,14006510,CCOW,125430.56,4946,0,1,CAPITAL CORP OF THE WEST,0.0,0.000176,2003,6,200306
1997-12-31,90291710,UW,7320164.25,186501,1,0,USA WASTE SERVICES I,0.000909,0.0,1997,12,199712
2005-02-28,54634710,LPX,2858228.54,108802,1,0,LOUISIANA PACIFIC CORP,0.000239,0.0,2005,2,200502
2002-02-28,89674K10,TQNT,1178843.95,130259,0,1,TRIQUINT SEMICONDUCT,0.0,0.0015220000000000001,2002,2,200202
2006-07-31,90944010,UAG,1173455.4,54860,1,0,UNITED AUTO GROUP INC,9.1e-05,0.0,2006,7,200607
2004-06-30,04343610,ABG,168060.0,11204,0,1,ASBURY AUTOMOTIVE GROUP,0.0,0.000162,2004,6,200406
2001-05-31,30208810,EXDS,3532331.27,445439,1,0,EXODUS COMMUNICATION,0.000312,0.0,2001,5,200105
1996-04-30,43809210,HONI,,23586,1,0,HON INDUSTRIES,0.0114,0.0,1996,4,199604
1999-07-30,85849510,LVB,205476.56,8767,0,1,STEINWAY MUSICAL INS,0.0,0.000234,1999,7,199907
2003-10-31,27876210,DISH,8717876.64,227502,1,0,ECHOSTAR COMMUNICATIONS,0.000857,0.0,2003,10,200310
2000-09-29,10721110,BRBK,171926.81,14253,0,1,BRENTON BKS INC,0.0,0.00017900000000000001,2000,9,200009
2001-08-31,75993010,RCGI,1586206.44,48419,0,1,RENAL CARE GROUP INC,0.0,0.002037,2001,8,200108
2003-07-31,03070Q10,ASCA,233862.72,10708,0,1,AMERISTAR CASINOS INC,0.0,0.000309,2003,7,200307
1996-08-30,84546710,SWN,,24701,0,1,SOUTHWESTERN ENERGY,0.0,0.06,1996,8,199608
1997-01-31,84845710,SPGLA,,15301,1,0,SPIEGEL INC  -CL A,0.0016,0.0,1997,1,199701
1997-07-31,50217510,LTC,423819.25,22454,0,1,LTC PROPERTIES INC,0.0,0.0511,1997,7,199707
2003-12-31,25746U10,D,20476919.32,320804,1,0,DOMINION RESOURCES INC,0.0019030000000000002,0.0,2003,12,200312
1998-05-29,71850710,P,10689259.9,214321,1,0,PHILLIPS PETROLEUM C,0.001189,0.0,1998,5,199805
2004-10-29,46120E60,ISRG,977617.54,33503,0,1,INTUITIVE SURGICAL INC,0.0,0.0009570000000000001,2004,10,200410
2002-09-30,09972410,BWA,1317445.6,26540,1,0,BORG WARNER INC,0.000169,0.0,2002,9,200209
2004-12-31,66680710,NOC,19542963.6,359510,1,0,NORTHROP GRUMMAN CORP,0.001627,0.0,2004,12,200412
2006-09-29,52490810,LEH,39546712.08,535428,1,0,LEHMAN BROTHERS HOLDINGS,0.002944,0.0,2006,9,200609
2003-09-30,70108110,PKD,204659.2,86720,0,1,PARKER DRILLING CO,0.0,0.000264,2003,9,200309
2001-02-28,58494910,MEDQ,317173.87,14667,0,1,MEDQUIST INC,0.0,0.000373,2001,2,200102
1996-01-31,63734020,NRE,,16866,0,1,NATIONAL RE CORP,0.0,0.1109,1996,1,199601
1999-02-26,89531R10,TXM,50919.75,6678,0,1,TREX MED CORP,0.0,6.4e-05,1999,2,199902
1999-01-29,93317Q10,WLT,615285.0,40680,0,1,WALTER INDS INC,0.0,0.000713,1999,1,199901
1999-04-30,41043F20,HGR,275330.25,18826,0,1,HANGER ORTHOPEDIC GR,0.0,0.000317,1999,4,199904
2003-06-30,59523C10,MME,2440004.2,46654,1,0,MID ATLANTIC MED SVCS,0.00026000000000000003,0.0,2003,6,200306
2006-10-31,92710740,VLGEA,113160.0,1640,0,1,VILLAGE SUPER MARKET INC,0.0,8.499999999999999e-05,2006,10,200610
2003-01-31,50559710,LG,445898.36,18878,0,1,LACLEDE GROUP INC,0.0,0.000766,2003,1,200301
1997-02-28,29356110,ENE,,221065,1,0,ENRON CORP,0.135,0.0,1997,2,199702
1999-01-29,45686610,IR,7830740.63,164425,1,0,INGERSOLL-RAND CO,0.000735,0.0,1999,1,199901
2001-07-31,02553E10,AEOS,1822873.5,49602,1,0,AMERICAN EAGLE OUTFI,0.000162,0.0,2001,7,200107
2001-07-31,19089710,COBZ,104147.12,4664,0,1,COBIZ INC,0.0,0.000129,2001,7,200107
1999-11-30,04022810,AGY,270858.0,19347,0,1,ARGOSY GAMING CO,0.0,0.000317,1999,11,199911
2006-09-29,29270U10,EPL,944957.75,38335,0,1,ENERGY PARTNERS LTD,0.0,0.000742,2006,9,200609
1998-09-30,09738310,BCC,1310352.19,51767,1,0,BOISE CASCADE CORP,0.000153,0.0,1998,9,199809
1998-06-30,00684810,ADLAC,682654.5,18388,0,1,ADELPHIA COMMUN  -CL,0.0,0.000657,1998,6,199806
2003-12-31,31938310,BUSE,238140.0,8820,0,1,FIRST BUSEY CORP,0.0,0.00027,2003,12,200312
2002-11-29,14057C10,CFFN,616113.96,22396,1,0,CAPITOL FED FINL,6.9e-05,0.0,2002,11,200211
2002-03-28,18987310,COA,232486.9,14263,0,1,COACHMEN INDS INC,0.0,0.000278,2002,3,200203
1999-08-31,09364410,BLOCA,580347.69,14441,0,1,BLOCK DRUG INC,0.0,0.0006929999999999999,1999,8,199908
2003-08-29,93882410,WFSL,1764599.52,69582,1,0,WASHINGTON FED INC,0.000181,0.0,2003,8,200308
1997-02-28,31749210,FIF,,10732,0,1,FINANCIAL FEDERAL CO,0.0,0.0295,1997,2,199702
2001-01-31,00926910,ABF,653756.35,48035,0,1,AIRBORNE INC,0.0,0.000714,2001,1,200101
1997-11-28,88077910,TEX,228595.5,11151,0,1,TEREX CORP,0.0,0.0266,1997,11,199711
2004-09-30,76119520,REXI,350570.99,14861,0,1,RESOURCE AMERICA INC,0.0,0.000349,2004,9,200409
1996-02-29,53117210,LRY,,28348,0,1,LIBERTY PROPERTY TRU,0.0,0.11,1996,2,199602
1997-04-30,87416110,TLB,,12073,1,0,TALBOTS INC,0.005,0.0,1997,4,199704
1998-09-30,53279110,LNCR,1606885.0,41468,1,0,LINCARE HOLDINGS INC,0.000188,0.0,1998,9,199809
2002-12-31,17134010,CHD,1095814.73,36011,1,0,CHURCH & DWIGHT INC,0.000131,0.0,2002,12,200212
1999-06-30,51508610,LE,645163.75,13406,0,1,LANDS END INC,0.0,0.0007070000000000001,1999,6,199906
2001-08-31,98375910,XMSR,126358.65,12573,0,1,XM SATELLITE RADIO H,0.0,0.000162,2001,8,200108
2005-05-31,45070W10,IVD,31271.25,6725,0,1,IVAX DIAGNOSTICS INC,0.0,2.8999999999999997e-05,2005,5,200505
1996-10-31,26922C10,ETEC,,15381,0,1,ETEC SYSTEMS INC,0.0,0.0636,1996,10,199610
2005-04-29,72913210,PLXS,521347.61,43051,0,1,PLEXUS CORP,0.0,0.0005110000000000001,2005,4,200504
2004-07-30,14057C10,CFFN,674328.12,21326,1,0,CAPITOL FEDERAL FINL,6.2e-05,0.0,2004,7,200407
1996-09-30,11566020,TMBR,,19031,0,1,BROWN (TOM) INC,0.0,0.0547,1996,9,199609
2005-02-28,84749R10,SP,75979.12,7981,0,1,SPECIALTY LABORATORIES,0.0,6.9e-05,2005,2,200502
2000-10-31,25766150,DIR,103558.5,20456,0,1,DONALDSON LUFKIN & J,0.0,0.00011399999999999999,2000,10,200010
1999-09-30,11704310,BC,2288748.75,92010,1,0,BRUNSWICK CORP,0.000212,0.0,1999,9,199909
2001-08-31,54928210,LUB,196891.5,22425,0,1,LUBYS INC,0.0,0.00025299999999999997,2001,8,200108
2000-11-30,52904310,LXP,192611.25,17121,0,1,LEXINGTON CORP PPTYS,0.0,0.00023700000000000001,2000,11,200011
1997-09-30,74960710,RLI,313290.0,6962,0,1,RLI CORP,0.0,0.0345,1997,9,199709
1997-09-30,89903510,TUES,187463.25,7956,0,1,TUESDAY MORNING CORP,0.0,0.0207,1997,9,199709
1998-09-30,54316210,LDG,1221137.38,30386,0,1,LONGS DRUG STORES IN,0.0,0.001634,1998,9,199809
2000-12-29,64107U10,NETP,28062.53,13403,0,1,NET PERCEPTIONS INC,0.0,3.2e-05,2000,12,200012
2004-07-30,69349H10,PNM,1258798.52,60403,0,1,PNM RESOURCES INC,0.0,0.001312,2004,7,200407
1997-05-30,41282410,HGIC,,6167,0,1,HARLEYSVILLE GROUP I,0.0,0.0312,1997,5,199705
2004-04-30,49749810,KIRK,193893.1,10742,0,1,KIRKLANDS INC,0.0,0.000217,2004,4,200404
1997-02-28,59004910,MERX,,3476,0,1,MERIX CORP,0.0,0.0085,1997,2,199702
1998-05-29,20051910,CBH,1000736.19,18011,0,1,COMMERCE BANCORP INC,0.0,0.0011,1998,5,199805
2001-12-31,58600210,MBRS,133935.6,9560,0,1,MEMBERWORKS INC,0.0,0.000166,2001,12,200112
2004-06-30,55438210,MAC,2805373.48,58604,1,0,MACERICH CO,0.000248,0.0,2004,6,200406
1997-01-31,87924V50,LBTYA,,218726,1,0,TELE-COMM LBRTY MDIA,0.0638,0.0,1997,1,199701
1998-06-30,20260420,CELS,305265.0,20784,0,1,COMMNET CELLULAR INC,0.0,0.000294,1998,6,199806
2005-03-31,68619E20,ORGN,56890.03,8233,0,1,ORIGEN FINANCIAL INC,0.0,5.2000000000000004e-05,2005,3,200503
2002-10-31,17134010,CHD,1245260.38,36011,1,0,CHURCH & DWIGHT INC,0.000148,0.0,2002,10,200210
2001-01-31,69664210,PALM,15364956.25,566450,1,0,PALM INC,0.0012460000000000001,0.0,2001,1,200101
2004-09-30,25468710,DIS,46276861.95,2052189,1,0,DISNEY WALT CO,0.004181,0.0,2004,9,200409
2002-03-28,62891610,NSS,158003.84,17344,0,1,NS GROUP INC,0.0,0.00018899999999999999,2002,3,200203
2001-10-30,23812410,DSTM,51903.18,16119,0,1,DATASTREAM SYS INC,0.0,7.4e-05,2001,10,200110
2006-03-31,84533110,SWWC,343140.38,21527,0,1,SOUTHWEST WATER CO,0.0,0.000251,2006,3,200603
2001-10-30,60107310,MIL,2434267.08,47628,1,0,MILLIPORE CORP,0.000248,0.0,2001,10,200110
2001-11-30,91343110,UCO,290116.71,10781,0,1,UNIVERSAL COMPRESSIO,0.0,0.000381,2001,11,200111
2006-11-30,75061P10,RAE,140641.8,38532,0,1,RAE SYSTEMS INC,0.0,0.000103,2006,11,200611
2004-01-30,82642810,SRP,921852.45,117135,0,1,SIERRA PACIFIC RESOURCES,0.0,0.001001,2004,1,200401
1999-03-31,17257410,CRCL,189734.81,13029,0,1,CIRCLE INTL GROUP,0.0,0.00023700000000000001,1999,3,199903
1996-03-29,64142310,NVP,,46744,1,0,NEVADA POWER CO,0.0193,0.0,1996,3,199603
2006-05-31,62872910,NBY,186809.4,9294,0,1,NBC CAPITAL CORP,0.0,0.000146,2006,5,200605
2004-07-30,19723610,COLB,305433.1,14030,0,1,COLUMBIA BKG SYSTEM INC,0.0,0.00031800000000000003,2004,7,200407
2000-08-31,58937810,MRCY,603551.81,21294,0,1,MERCURY COMPUTER SYS,0.0,0.000605,2000,8,200008
1998-10-30,05367P10,AVID,602706.38,23293,0,1,AVID TECHNOLOGY INC,0.0,0.000782,1998,10,199810
1996-01-31,33909910,FLE,,38065,1,0,FLEETWOOD ENTERPRISE,0.0187,0.0,1996,1,199601
1999-06-30,88365510,TMQ,80820.19,6071,0,1,THERMOQUEST CORP,0.0,8.9e-05,1999,6,199906
1998-08-31,74457310,PEG,8466467.0,231958,1,0,PUBLIC SERVICE ENTRP,0.001053,0.0,1998,8,199808
1998-12-31,22237210,CCR,5614124.31,111863,1,0,COUNTRYWIDE CREDIT I,0.000542,0.0,1998,12,199812
1998-11-30,86787D10,OWN,318332.44,27237,0,1,SUNTERRA CORP,0.0,0.000393,1998,11,199811
2000-08-31,19257610,COHU,414879.0,20238,0,1,COHU INC,0.0,0.00041600000000000003,2000,8,200008
1999-12-31,90491110,UCM,7286819.5,217517,1,0,UNICOM CORP,0.000583,0.0,1999,12,199912
2002-11-29,97653A10,WFII,165176.76,23134,0,1,WIRELESS FACILITIES,0.0,0.00026000000000000003,2002,11,200211
1997-12-31,33750510,FWBI,318117.0,11162,0,1,FIRST WESTN BANCORP,0.0,0.0364,1997,12,199712
2002-11-29,39075210,GL,217170.2,13130,0,1,GREAT LAKES REIT INC,0.0,0.000342,2002,11,200211
2005-02-28,57859210,MYG,1202817.0,78925,1,0,MAYTAG CORP,0.000101,0.0,2005,2,200502
2001-09-28,66993710,NVDM,100305.45,13647,0,1,NOVADIGM INC,0.0,0.000149,2001,9,200109
2003-10-31,29742510,ESL,461318.05,20827,0,1,ESTERLINE TECHNOLOGIES,0.0,0.000552,2003,10,200310
2002-08-30,92239N10,VAST,76800.0,32000,0,1,VASTERA INC,0.0,0.000126,2002,8,200208
1997-08-29,75700510,RRI,496602.56,28479,0,1,RED ROOF INNS INC,0.0,0.0585,1997,8,199708
2004-05-28,83545G10,SAH,597654.6,27228,0,1,SONIC AUTOMOTIVE INC,0.0,0.000663,2004,5,200405
1996-04-30,82880510,SPG,,58360,1,0,SIMON PROPERTY GROUP,0.025,0.0,1996,4,199604
1996-08-30,74294710,PRZM,,4418,0,1,PRISM SOLUTIONS INC,0.0,0.0109,1996,8,199608
1996-09-30,24955510,DEPS,,19097,0,1,DEPOSIT GUARANTY COR,0.0,0.1403,1996,9,199609
1998-03-31,87913110,TEK,2258756.25,50475,1,0,TEKTRONIX INC,0.000248,0.0,1998,3,199803
2002-12-31,28532410,EGLS,32563.3,21145,0,1,ELECTROGLAS INC,0.0,5.4000000000000005e-05,2002,12,200212
2005-07-29,64020420,NMG.A,4088045.5,41503,1,0,NEIMAN MARCUS GROUP INC,0.00032599999999999996,0.0,2005,7,200507
1998-04-30,58550910,MEL,18701496.0,259743,1,0,MELLON BANK CORP,0.0020350000000000004,0.0,1998,4,199804
1996-04-30,20260410,CELS,,13700,0,1,COMMNET CELLULAR INC,0.0,0.075,1996,4,199604
2000-11-30,45875110,LINK,181900.0,9095,0,1,INTERLINK ELECTRS,0.0,0.00022400000000000002,2000,11,200011
2005-10-31,03116210,AMGN,93751560.56,1237481,1,0,AMGEN INC,0.007666,0.0,2005,10,200510
2003-05-30,71752810,PHLY,688842.58,16838,0,1,PHILADELPHIA CONS HL,0.0,0.000999,2003,5,200305
2006-03-31,17453B10,CZN,4519682.38,340594,1,0,CITIZENS COMMUNICATIONS,0.00034500000000000004,0.0,2006,3,200603
1999-02-26,19044110,CGP,6100797.0,189172,1,0,COASTAL CORP,0.000591,0.0,1999,2,199902
1998-11-30,13134710,CPN,483648.0,20152,0,1,CALPINE CORP,0.0,0.000597,1998,11,199811
2005-10-31,05301510,ADP,27218831.04,583344,1,0,AUTOMATIC DATA PROCESS,0.002226,0.0,2005,10,200510
2004-05-28,14871110,CMRG,205394.0,30205,0,1,CASUAL MALE RETAIL GROUP,0.0,0.00022799999999999999,2004,5,200405
2004-05-28,45811K20,ICST,1679783.12,61172,1,0,INTEGRATED CIRCUIT SYS,0.000155,0.0,2004,5,200405
1998-10-30,22989910,CFR,1419112.5,26650,0,1,CULLEN/FROST BANKERS,0.0,0.001842,1998,10,199810
2002-11-29,74837R10,KWK,227169.99,10083,0,1,QUICKSILVER RESOURCE,0.0,0.000357,2002,11,200211
2001-03-30,84758010,SLNK,113760.31,11743,0,1,SPECTRALINK CORP,0.0,0.00014099999999999998,2001,3,200103
1997-01-31,97809310,WLV,,14215,0,1,WOLVERINE TUBE INC,0.0,0.0768,1997,1,199701
2002-06-28,25271C10,DO,1548433.5,54331,1,0,DIAMOND OFFSHORE DRI,0.000164,0.0,2002,6,200206
1997-05-30,46114210,INTV,,16303,0,1,INTERVOICE INC,0.0,0.0249,1997,5,199705
2005-11-30,35086510,KDE,217929.15,13329,0,1,4 KIDS ENTERTAINMENT INC,0.0,0.00017900000000000001,2005,11,200511
1997-09-30,92719B10,VCAM,79465.0,2764,0,1,VINCAM GROUP INC,0.0,0.0088,1997,9,199709
2004-09-30,64125C10,NBIX,1714077.36,36346,1,0,NEUROCRINE BIOSCIENCES,0.000155,0.0,2004,9,200409
2006-09-29,21037110,CEG,10593780.8,178949,1,0,CONSTELLATION ENERGY GRP,0.000789,0.0,2006,9,200609
2003-05-30,15476010,CPF,386378.98,14086,0,1,CENTRAL PACIFIC FINL,0.0,0.00056,2003,5,200305
2002-11-29,00154710,AKS,772796.7,95407,1,0,AK STL HLDG CORP,8.7e-05,0.0,2002,11,200211
2005-10-31,54042410,LTR,13843234.32,148884,1,0,LOEWS CORP,0.001132,0.0,2005,10,200510
2005-09-30,20337210,CTV,945602.22,54533,0,1,COMMSCOPE INC,0.0,0.000784,2005,9,200509
1998-05-29,91528910,UCL,8562103.0,241186,1,0,UNOCAL CORP,0.0009519999999999999,0.0,1998,5,199805
2003-11-28,45773310,ISPH,484970.9,28033,0,1,INSPIRE PHARMACEUTICALS,0.0,0.000559,2003,11,200311
1998-12-31,87216910,TAVA,168138.88,22051,0,1,TAVA TECHNOLOGIES IN,0.0,0.000197,1998,12,199812
2004-12-31,88431510,TNB,1806685.5,58754,0,1,THOMAS & BETTS CORP,0.0,0.0015789999999999999,2004,12,200412
2002-06-28,77019610,RBN,257276.25,9801,0,1,ROBBINS & MYERS INC,0.0,0.00035499999999999996,2002,6,200206
2004-01-30,51280710,LRCX,3392408.25,126819,1,0,LAM RESEARCH CORP,0.00031,0.0,2004,1,200401
1996-11-29,23333110,DTE,,145120,1,0,DTE ENERGY CO,0.07400000000000001,0.0,1996,11,199611
1997-02-28,02882K10,APP,,3529,0,1,AMERICAN PAGING INC,0.0,0.0024,1997,2,199702
1999-02-26,39119E10,GPSI,339528.0,8084,0,1,GREAT PLAINS SOFTWAR,0.0,0.00042800000000000005,1999,2,199902
1996-03-29,33735810,FTU,,285000,1,0,FIRST UNION CORP (N,0.3251,0.0,1996,3,199603
2001-08-31,80890510,SCIO,800709.9,45366,0,1,SCIOS INC,0.0,0.0010279999999999998,2001,8,200108
1996-06-28,72368410,PIOG,,21504,0,1,PIONEER GROUP INC,0.0,0.0879,1996,6,199606
2002-10-31,84361110,PCU,196852.38,14081,0,1,SOUTHERN PERU COPPER,0.0,0.000337,2002,10,200210
2000-10-31,89589H10,VIRS,279415.34,33239,0,1,TRIANGLE PHARMACEUTI,0.0,0.000308,2000,10,200010
